"claim_id","claim_statement","claim_type","journey_stage","supporting_source_ids","counter_source_ids","confidence","status","notes"
"X-CLM-0001","출제 의도는 AI가 최적 매매시점을 대신 정하는 것보다 초보자가 이해·안심하고 다음 행동을 선택할 수 있는 과정 설계에 가깝다","I","all","X-SRC-0001;X-SRC-0002;X-SRC-0003","","H","채택","인터뷰 발언에 대한 해석이며 정량 고객조사 결과는 아님"
"X-CLM-0002","초보 투자자는 연령·자산 한 축이 아니라 진입기간·실전경험·객관지식·자기효능감의 다차원 조작적 정의가 적절하다","I","all","X-SRC-0201;X-SRC-0204;X-SRC-0206;X-SRC-0207;X-SRC-0209;X-SRC-0214;X-SRC-0215;X-SRC-0216","","M","채택","제품 분류용 정의이며 법정 정의가 아님; 자기효능감은 일반 재무관리의 인접근거이므로 주식 주문 맥락에서 별도 검증 필요"
"X-CLM-0003","생애 최초 현물주식 체결 후 12개월은 신규 진입 태그의 초기 운영 기준으로 사용한다","D","onboarding","X-SRC-0201;X-SRC-0215","","L","채택","6·12·24개월 민감도와 사용자 조사로 검증할 임시 임계값"
"X-CLM-0004","2020년 KCMI 계좌 표본에서 신규 투자자는 기존 투자자보다 비용 차감 후 성과가 낮고 손실 계좌 비중이 높았다","F","all","X-SRC-0201;X-SRC-0213;X-SRC-0214","","H","채택","특정 시기·증권사 표본이며 현재 카카오페이증권 고객으로 일반화 금지"
"X-CLM-0005","국내외 계좌 연구에서 이익 종목을 손실 종목보다 더 빨리 파는 처분효과가 관찰됐다","F","sell","X-SRC-0202;X-SRC-0210;X-SRC-0211;X-SRC-0212","","H","채택","행태 관찰은 원인 진단과 다름"
"X-CLM-0006","금융상품 설명서를 읽지 않거나 일부만 읽는 이용자가 많고 특히 젊은 층의 객관지식 격차가 관찰된다","F","discovery","X-SRC-0204;X-SRC-0205;X-SRC-0206","","M","채택","펀드·전 국민 조사이므로 직접 주식 초보자와 동일시 금지"
"X-CLM-0007","정제된 공개 리뷰 표본에서 정보설명·탐색·주문실행·정산·보유내역·장애 관련 마찰이 반복 관찰됐다","F","all","X-SRC-03001;X-SRC-03002;X-SRC-03003;X-SRC-03004;X-SRC-03005;X-SRC-03006;X-SRC-03007;X-SRC-03008;X-SRC-03009;X-SRC-03010;X-SRC-03011;X-SRC-03012;X-SRC-03013;X-SRC-03014;X-SRC-03015;X-SRC-03016;X-SRC-03017;X-SRC-03018;X-SRC-03019;X-SRC-03020;X-SRC-03021;X-SRC-03022;X-SRC-03023;X-SRC-03024;X-SRC-03025;X-SRC-03026;X-SRC-03027;X-SRC-03028;X-SRC-03029;X-SRC-03030;X-SRC-03031;X-SRC-03032;X-SRC-03033;X-SRC-03034;X-SRC-03035;X-SRC-03036;X-SRC-03037;X-SRC-03038;X-SRC-03039;X-SRC-03040;X-SRC-03041;X-SRC-03042;X-SRC-03043;X-SRC-03044;X-SRC-03045;X-SRC-03046;X-SRC-03047;X-SRC-03048;X-SRC-03049;X-SRC-03050;X-SRC-03051;X-SRC-03052;X-SRC-03053;X-SRC-03054;X-SRC-03055;X-SRC-03056;X-SRC-03057;X-SRC-03058;X-SRC-03059;X-SRC-03060;X-SRC-03061;X-SRC-03062;X-SRC-03064;X-SRC-03065;X-SRC-03066;X-SRC-03067;X-SRC-03068;X-SRC-03069;X-SRC-03070;X-SRC-03071;X-SRC-03072;X-SRC-03073;X-SRC-03074;X-SRC-03075;X-SRC-03076;X-SRC-03077;X-SRC-03078;X-SRC-03079;X-SRC-03080;X-SRC-03081;X-SRC-03082;X-SRC-03083;X-SRC-03084;X-SRC-03085;X-SRC-03086;X-SRC-03088;X-SRC-03089;X-SRC-03090;X-SRC-03091;X-SRC-03092;X-SRC-03093;X-SRC-03094;X-SRC-03095;X-SRC-03096;X-SRC-03097;X-SRC-03098;X-SRC-03099;X-SRC-03100;X-SRC-03101;X-SRC-03102;X-SRC-03103;X-SRC-03104;X-SRC-03105;X-SRC-03106;X-SRC-03107;X-SRC-03108;X-SRC-03109;X-SRC-03110;X-SRC-03111;X-SRC-03112;X-SRC-03113;X-SRC-03114;X-SRC-03115;X-SRC-03116;X-SRC-03117;X-SRC-03118;X-SRC-03119;X-SRC-03120","","M","채택","118건 편의표본의 질적 신호"
"X-CLM-0008","VOC 주제 건수는 전체 고객의 페인포인트 비율이나 카카오페이와 토스 간 우열로 해석할 수 없다","I","all","X-SRC-03001;X-SRC-03002;X-SRC-03003;X-SRC-03004;X-SRC-03005;X-SRC-03006;X-SRC-03007;X-SRC-03008;X-SRC-03009;X-SRC-03010;X-SRC-03011;X-SRC-03012;X-SRC-03013;X-SRC-03014;X-SRC-03015;X-SRC-03016;X-SRC-03017;X-SRC-03018;X-SRC-03019;X-SRC-03020;X-SRC-03021;X-SRC-03022;X-SRC-03023;X-SRC-03024;X-SRC-03025;X-SRC-03026;X-SRC-03027;X-SRC-03028;X-SRC-03029;X-SRC-03030;X-SRC-03031;X-SRC-03032;X-SRC-03033;X-SRC-03034;X-SRC-03035;X-SRC-03036;X-SRC-03037;X-SRC-03038;X-SRC-03039;X-SRC-03040;X-SRC-03041;X-SRC-03042;X-SRC-03043;X-SRC-03044;X-SRC-03045;X-SRC-03046;X-SRC-03047;X-SRC-03048;X-SRC-03049;X-SRC-03050;X-SRC-03051;X-SRC-03052;X-SRC-03053;X-SRC-03054;X-SRC-03055;X-SRC-03056;X-SRC-03057;X-SRC-03058;X-SRC-03059;X-SRC-03060;X-SRC-03061;X-SRC-03062;X-SRC-03064;X-SRC-03065;X-SRC-03066;X-SRC-03067;X-SRC-03068;X-SRC-03069;X-SRC-03070;X-SRC-03071;X-SRC-03072;X-SRC-03073;X-SRC-03074;X-SRC-03075;X-SRC-03076;X-SRC-03077;X-SRC-03078;X-SRC-03079;X-SRC-03080;X-SRC-03081;X-SRC-03082;X-SRC-03083;X-SRC-03084;X-SRC-03085;X-SRC-03086;X-SRC-03088;X-SRC-03089;X-SRC-03090;X-SRC-03091;X-SRC-03092;X-SRC-03093;X-SRC-03094;X-SRC-03095;X-SRC-03096;X-SRC-03097;X-SRC-03098;X-SRC-03099;X-SRC-03100;X-SRC-03101;X-SRC-03102;X-SRC-03103;X-SRC-03104;X-SRC-03105;X-SRC-03106;X-SRC-03107;X-SRC-03108;X-SRC-03109;X-SRC-03110;X-SRC-03111;X-SRC-03112;X-SRC-03113;X-SRC-03114;X-SRC-03115;X-SRC-03116;X-SRC-03117;X-SRC-03118;X-SRC-03119;X-SRC-03120","","H","채택","수집·필터·슈퍼앱 맥락과 자기선택 편향"
"X-CLM-0009","초보자의 핵심 JTBD는 계획·최신 사실·주문 결과를 한 화면에서 비교해 감당 가능한 결정을 내리는 것이다","I","all","X-SRC-0002;X-SRC-0201;X-SRC-0202;X-SRC-03001;X-SRC-03003;X-SRC-03010;X-SRC-03022;X-SRC-03048;X-SRC-03066;X-SRC-03111","","M","채택","사용자 인터뷰에서 문구·우선순위 검증 필요"
"X-CLM-0010","카카오페이증권은 투자 진입장벽을 낮추고 일상에서 쉬운 자산관리를 제공하는 방향을 공식 제시한다","F","all","X-SRC-0101;X-SRC-0102;X-SRC-0117","","H","채택","회사 의도 근거이며 효과 검증은 아님"
"X-CLM-0011","회사 공식자료는 거래고객·금융자산 성장과 AI 투자정보·커뮤니티·프로 경험을 전략 축으로 제시한다","F","business","X-SRC-0103;X-SRC-0104;X-SRC-0105;X-SRC-0111;X-SRC-0112;X-SRC-0115","","H","채택","서로 다른 지표와 기준일을 혼합하지 않음"
"X-CLM-0012","카카오페이증권은 국내외 주식·소수점·반복투자·조건형 매매·커뮤니티·AI 정보·연금·ISA·RIA 등 넓은 기능을 공식 안내한다","F","all","X-SRC-0102;X-SRC-0106;X-SRC-0107;X-SRC-0108;X-SRC-0109;X-SRC-0110;X-SRC-0113;X-SRC-0114;X-SRC-0115;X-SRC-0116;X-SRC-0117;X-SRC-0126;X-SRC-0127","","H","채택","공개 웹 기준이며 최신 앱 전 화면 확인 필요"
"X-CLM-0013","빠른 실행 기능이 확대될수록 체결·비용·정산·시세 지연을 주문 순간에 이해시키는 계층이 더 중요하다","I","execution","X-SRC-0108;X-SRC-0109;X-SRC-0118;X-SRC-0119;X-SRC-0120;X-SRC-0121;X-SRC-0122;X-SRC-0123;X-SRC-0124;X-SRC-03010;X-SRC-03022","","M","채택","현재 앱에 해당 설명이 없다고 단정하지 않음"
"X-CLM-0014","공식 기술 글에서 Kubernetes·멀티클러스터·Redis·MongoDB CDC·관측성·RAG/LLM 적용 사례가 확인된다","F","technology","X-SRC-0132;X-SRC-0133;X-SRC-0134;X-SRC-0135;X-SRC-0136;X-SRC-0137;X-SRC-0138;X-SRC-0139;X-SRC-0140;X-SRC-0141;X-SRC-0142","","H","채택","그룹·특정 시스템 사례를 전체 현행 스택으로 일반화 금지"
"X-CLM-0015","채용 공고와 기술 글은 AI 에이전트·평가·human-in-the-loop·UX 품질을 중시하는 조직 신호다","I","organization","X-SRC-0128;X-SRC-0129;X-SRC-0130;X-SRC-0131;X-SRC-0136;X-SRC-0137","","M","채택","채용 수요를 확정 제품 로드맵으로 해석하지 않음"
"X-CLM-0016","벤치마크의 공통 유효 패턴은 맥락 설명·목표 회상·거래 영향 미리보기·행동 코칭이고 게임화·개인화 결론은 주의해야 한다","I","all","X-SRC-0401;X-SRC-0402;X-SRC-0403;X-SRC-0404;X-SRC-0405;X-SRC-0406;X-SRC-0407;X-SRC-0408;X-SRC-0409;X-SRC-0410;X-SRC-0411;X-SRC-0412;X-SRC-0413;X-SRC-0414;X-SRC-0417;X-SRC-0418;X-SRC-0419;X-SRC-0420;X-SRC-0423;X-SRC-0424;X-SRC-0425;X-SRC-0426","","M","채택","국가·인허가·고객군 차이를 고려한 패턴 수준 비교"
"X-CLM-0017","Betterment는 거래 전에 세금 영향을 미리보는 기능과 리밸런싱 이유 설명을 제공한다","F","execution","X-SRC-0420;X-SRC-0421;X-SRC-0422","","H","채택","관리형 포트폴리오와 직접 주식주문 권한은 다름"
"X-CLM-0018","Robinhood의 감독·시스템·고객 커뮤니케이션 및 디지털 참여 관행은 미국 감독기관 제재 기록에 포함됐다","F","governance","X-SRC-0415;X-SRC-0416","","H","채택","특정 UI 하나의 위법성을 일반화하지 않음"
"X-CLM-0019","개인 상황에 맞춘 특정 종목·수량·가격·매매시점 제시는 투자자문·투자권유 규제에 해당할 위험이 크다","I","governance","X-SRC-0122;X-SRC-0124;X-SRC-0125;X-SRC-0215;X-SRC-0216;X-SRC-0403;X-SRC-0406;X-SRC-0414;X-SRC-0419;X-SRC-0501;X-SRC-0502;X-SRC-0503;X-SRC-0511","","M","채택","법률자문이 아니며 기능 명세별 준법 검토 필요"
"X-CLM-0020","투자 판단은 본인 책임이라는 고지만으로 개인화 권유의 실질과 설명책임이 사라지지 않는다","I","governance","X-SRC-0501;X-SRC-0502;X-SRC-0503","","H","채택","구체 UI·계약·인가에 따라 판단"
"X-CLM-0021","AI 자동 주문은 정보지원 MVP의 단순 확장이 아니라 투자일임·로보어드바이저 통제와 별도 인허가 검토가 필요한 트랙이다","I","governance","X-SRC-0114;X-SRC-0501;X-SRC-0504;X-SRC-0505","","H","채택","본선 MVP 범위에서 제외"
"X-CLM-0022","금융분야 AI 지침은 소비자 이익·위험평가·데이터와 모델 거버넌스·사람의 감독을 강조한다","F","governance","X-SRC-0506;X-SRC-0507;X-SRC-0508","","H","채택","출시 시 최신 시행 내용 재확인"
"X-CLM-0023","본 MVP는 계좌 식별자와 주문 원장을 외부 LLM에 보내지 않고 최소화한 파생값만 사용한다","D","governance","X-SRC-0507;X-SRC-0509;X-SRC-0510;X-SRC-0511","","H","채택","실제 배포 환경의 위탁·국외이전·보유기간 검토 필요"
"X-CLM-0024","손익을 색상만으로 구분하지 않고 KWCAG 2.2 및 현행 디지털포용법 기준을 제품 검수에 적용한다","D","accessibility","X-SRC-0512;X-SRC-0513;X-SRC-0514;X-SRC-0515;X-SRC-0516;X-SRC-0517","","H","채택","모바일 네이티브 세부 기준과 실제 보조기기 테스트 추가"
"X-CLM-0025","KRX Open API는 공식 일별 데이터에 적합하지만 키·호출량·이용기간·출처표시·재제공 제한이 있고 실시간 피드는 별도 영역이다","F","data","X-SRC-0601;X-SRC-0602;X-SRC-0603;X-SRC-0604;X-SRC-0605","","H","채택","계약·정책 변경 재확인"
"X-CLM-0026","OpenDART는 공시·재무제표 원문 근거에 적합하며 인증키·호출 제한·페이지와 정정공시 처리가 필요하다","F","data","X-SRC-0606;X-SRC-0607","","H","채택","원문·정정·연결/별도 기준을 함께 저장"
"X-CLM-0027","공공데이터포털 주식시세 API는 메타데이터 표현과 달리 설명상 일 단위·T+1 성격을 고려해 실시간 주문 기준으로 쓰면 안 된다","I","data","X-SRC-0608","","M","채택","실제 응답 시각과 갱신주기를 재시험"
"X-CLM-0028","KIS Developers는 개인 개발자가 시세·모의주문·주문을 검증할 구체적 공개 문서를 제공하지만 개인용 API의 제3자 서비스 사용에는 제휴·계약 검토가 필요하다","F","data","X-SRC-0609;X-SRC-0610;X-SRC-0611;X-SRC-0612;X-SRC-0613;X-SRC-0614","","H","채택","앱키·계좌·호출제한과 제공자 정책 변경 가능"
"X-CLM-0029","ECOS는 거시 배경에 쓸 수 있고 pykrx·yfinance는 빠른 프로토타입에는 유용하나 운영 원장으로 부적합하다","I","data","X-SRC-0615;X-SRC-0616;X-SRC-0617","","H","채택","비공식 라이브러리·원 제공자 약관과 스키마 변경 위험"
"X-CLM-0030","숫자 계산은 결정론적 서비스가 맡고 LLM은 근거 검색·쉬운 설명만 담당하며 정책 가드레일 뒤에 둔다","D","technology","X-SRC-0132;X-SRC-0136;X-SRC-0506;X-SRC-0507;X-SRC-0509;X-SRC-0510;X-SRC-0511;X-SRC-0601;X-SRC-0606","","H","채택","보안·정확성·감사 가능성을 위한 구조적 분리"
"X-CLM-0031","판단 여권은 현재 근거·심각도·전략 적합성·안전·데모·차별 점수에서 92점으로 우선순위가 가장 높다","D","all","X-SRC-0002;X-SRC-0101;X-SRC-0201;X-SRC-0202;X-SRC-03010;X-SRC-03022;X-SRC-0420;X-SRC-0501","","M","채택","점수는 조사팀의 의사결정 값이며 외부 사실이 아님"
"X-CLM-0032","핵심 제품은 계획 회상·출처가 붙은 사실·대칭 시나리오·주문 영향 미리보기·실행 분리·사후 회고로 구성한다","D","all","X-SRC-0002;X-SRC-0120;X-SRC-0121;X-SRC-03010;X-SRC-03022;X-SRC-0420;X-SRC-0421;X-SRC-0423;X-SRC-0424;X-SRC-0506;X-SRC-0512;X-SRC-0513;X-SRC-0516","","H","채택","사용성·준법 검증 전 제품 가설"
"X-CLM-0033","북극성 지표는 거래량이 아니라 핵심 조건 이해와 사전 계획에 일치한 의사결정 완료율이어야 한다","D","business","X-SRC-0002;X-SRC-0415;X-SRC-0416;X-SRC-0424","","M","채택","구체 산식과 장기 결과의 상관은 파일럿에서 검증"
"X-CLM-0034","본선 데모는 정적 공식 데이터 스냅샷과 모의 주문 계산을 기본으로 하고 실시간 API 성공에 의존하지 않는다","D","data","X-SRC-0601;X-SRC-0606;X-SRC-0608;X-SRC-0611;X-SRC-0613;X-SRC-0614","","H","채택","토요일·키 발급·네트워크 장애 리스크 대응"
"X-CLM-0035","처분효과가 관찰됐다는 사실만으로 개별 초보자의 매도 막막함 원인이 손실 불안이라고 진단할 수 없다","I","sell","X-SRC-0202;X-SRC-0208;X-SRC-0209;X-SRC-0210;X-SRC-0211;X-SRC-0212;X-SRC-0425","","H","채택","불안·예상후회·현금 필요·계획을 별도 질문"
"X-CLM-0036","해결할 문제는 최적 매매시점 예측이 아니라 불확실한 상황에서 계획·사실·주문 결과를 이해하고 설명 가능한 결정을 내리게 하는 것이다","I","all","X-SRC-0002;X-SRC-0003;X-SRC-0101;X-SRC-0102;X-SRC-0201;X-SRC-0202;X-SRC-03010;X-SRC-03022","","H","채택","독립 리서치의 최종 문제 재정의"
"X-CLM-0037","판단 여권은 주문·정산·평단 문의와 즉시 취소·재주문을 줄이고 건강한 재방문을 높일 것이다","H","business","X-SRC-0118;X-SRC-03010;X-SRC-03022;X-SRC-03048;X-SRC-03066;X-SRC-0420","","L","채택","제품 출시 전 사용자 테스트와 통제실험이 필요한 효과 가설"
"X-CLM-0038","KIS Developers가 매수·매도 실행 시연을 위한 유일한 공개 경로다","F","data","X-SRC-0609;X-SRC-0610;X-SRC-0611;X-SRC-0612","X-SRC-0614","L","기각","조사 범위에서 구체적인 경로였으나 유일성을 입증하지 못했고 제3자 이용 제한 존재"
"X-CLM-0039","MTS 사용 자체가 초보 투자자의 과잉거래와 손실을 유발한다","F","all","X-SRC-0203","X-SRC-0201;X-SRC-0213","L","쟁점","자기선택과 인과관계를 분리하지 못해 원인 주장 보류"
"X-CLM-0040","20대 또는 소액 계좌는 곧 초보 투자자다","F","all","X-SRC-0201;X-SRC-0204;X-SRC-0206","X-SRC-0214","H","기각","연령·자산은 취약성 공변량이지 초보 여부의 충분조건이 아님"
"X-CLM-0041","개인화 종목 추천을 제공하면 초보 투자자의 장기 성과가 개선된다","H","all","X-SRC-0401;X-SRC-0417","X-SRC-0415;X-SRC-0416;X-SRC-0501;X-SRC-0502","L","기각","효과 근거 부족과 규제·과잉거래 위험으로 MVP 제외"
"X-CLM-0042","금융자산·계좌 수·플랫폼 MAU·월간 거래 고객·커뮤니티 MAU는 서로 다른 지표이므로 합치거나 같은 성장률로 해석하면 안 된다","I","business","X-SRC-0103;X-SRC-0104;X-SRC-0111;X-SRC-0112;X-SRC-0115;X-SRC-0116","","H","채택","각 기준일·정의·분모를 유지"
"X-CLM-0043","공개 홈페이지에서 확인한 기능과 안내가 현재 앱의 모든 사용자에게 동일하게 노출된다","F","all","X-SRC-0117;X-SRC-0118;X-SRC-0119;X-SRC-0120;X-SRC-0121","","L","기각","앱 버전·계좌유형·시장·실험군에 따른 차이를 검증하지 못함"
"X-CLM-0044","우선 검증할 핵심 세그먼트는 신규 진입자보다 보유 중 손실과 매도 판단에 막힌 저경험·저자기효능 사용자다","I","sell","X-SRC-0002;X-SRC-0202;X-SRC-03022;X-SRC-03066","","M","채택","출제 의도와 행태·VOC는 지지하나 내부 규모 데이터 필요"
