claim_id,claim_statement,claim_type,journey_stage,supporting_source_ids,counter_source_ids,claude_claim_ids,codex_claim_ids,claude_confidence,codex_confidence,final_confidence,status,adjudication_note
F-CLM-0083,"계획서가 검증을 지시한 금융위 게시물 링크(https://www.fsc.go.kr/no010101/87142)는 2026-07-16 현재 유효하며, 2026-06-18자 AI 가이드라인 개정 보도자료와 가이드라인 전문 PDF 첨부를 제공한다",F,공통,C-SRC-0500;X-SRC-0506;X-SRC-0507;X-SRC-0508,,C-CLM-0507,X-CLM-0022,H,H,H,채택,"WS9 재확인 — 링크 유효, 2026-06-18 게시·개정안 발표 확인"
F-CLM-0084,"AI를 포함한 완전 자동화 결정이 정보주체의 권리·의무에 중대한 영향을 미치는 경우 거부권·설명요구권이 보장되며(개인정보 보호법 제37조의2), 금융 자동화평가에는 설명·이의제기권(신용정보법 제36조의2)이 있다. 개인화 추천 기능은 설명가능성·인적 개입 경로를 갖춰야 한다",F,공통,C-SRC-0509;C-SRC-0510,,C-CLM-0508,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0085,"금소법 제19조는 '일반금융소비자가 이해할 수 있도록' 설명할 의무를, 장차법 제21조는 전자정보·모바일 앱의 동등한 접근(스크린리더 등 정당한 편의)을 요구하므로, 쉬운 한국어·색상 외 손익 표현·대체텍스트는 규범적 근거가 있는 요구사항이다",I,공통,C-SRC-0507;C-SRC-0512;X-SRC-0512;X-SRC-0513;X-SRC-0514;X-SRC-0515;X-SRC-0516;X-SRC-0517,,C-CLM-0509,X-CLM-0024,M,H,H,채택,"WS9 판정 D-06(병합): 디지털포용법 제19조(법률 제20672호, 시행 2026-01-22, '지능정보서비스 등에 대한 접근성 보장') 원문 확인 — Codex 단독 발견 채택. 민간 직접 구속력은 장차법 §21, 디지털포용법 §19는 국가기관 등 의무+지능정보사업자 노력의무. KWCAG 2.2 표준(X-SRC-0516)·과기정통부 고시 제2026-1호(X-SRC-0515, 정식명 '디지털취약계층의 정보 접근 및 이용 편의 증진을 위한 고시') 실재 확인"
F-CLM-0086,"'투자 권유가 아닙니다' 면책 문구만으로는 특정 투자자 대상 방향 제시의 실질(투자권유·부당권유 소지)이 제거되지 않으므로, 위험 기능은 면책 문구가 아니라 기능 설계(결론 비제시·대체 UX)로 통제해야 한다",I,공통,C-SRC-0501;C-SRC-0508;X-SRC-0501;X-SRC-0502;X-SRC-0503,,C-CLM-0510,X-CLM-0020,M,H,H,채택,WS9 상향: X-CLM-0020 독립 수렴 — 면책 문구만으로 개인화 권유의 실질·설명책임이 사라지지 않음
F-CLM-0087,"출처 있는 중립 정보와 사용자 입력값의 계산은 상대적으로 위험이 낮지만, 최종 클릭을 사용자가 하더라도 개인화 정도·쌍방향성·표현·옵션 강조·주문 연결의 실질에 따라 투자권유·자문 위험이 남는다.",I,공통,C-SRC-0501;C-SRC-0502;C-SRC-0503;C-SRC-0500;X-SRC-0122;X-SRC-0124;X-SRC-0125;X-SRC-0215;X-SRC-0216;X-SRC-0403;X-SRC-0406;X-SRC-0414;X-SRC-0419;X-SRC-0501;X-SRC-0502;X-SRC-0503;X-SRC-0511,,C-CLM-0511,X-CLM-0019,M,M,M,채택,"WS9 상향(요청했던 교차검증 완료): X-CLM-0019 독립 수렴 — '출처 있는 정보+판단은 사용자' 구조는 상대적 안전, 특정 사용자 대상 방향 제시 순간 권유·자문 경계 진입에 양측 일치; Codex 재검증: '어느 쪽에도 해당하지 않는다'는 단정 철회; 기능별 법무·준법 검토 필요"
F-CLM-0088,"전자금융거래에는 오류 정정·통지 의무(전자금융거래법 제8조)와 안전성 확보 의무(제21조)가 있으므로, 주문 흐름에는 사전 확인 단계(주문 미리보기·이상 금액 경고) 등 오주문 방지 UX가 필요하다",I,주문,C-SRC-0511,,C-CLM-0512,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0089,해커톤 MVP는 중립 설명·가상 시나리오·사용자 입력 주문 미리보기·모의주문으로 제한한다. 기존 인가 주문서비스 자체가 금지되는 것은 아니지만 AI가 방향·수량·가격·시점을 정하거나 대화 안에서 직접 제출하는 구조는 제외한다.,D,공통,C-SRC-0500;C-SRC-0501;C-SRC-0502;C-SRC-0503;C-SRC-0504;C-SRC-0505;C-SRC-0508,,C-CLM-0513,,M,,M,채택,X-CLM-0041(개인화 추천 효과 주장 기각)·X-CLM-0021과 정합 — 데모 범위 결정 유지; Codex 재검증: 실주문 전체와 AI 주도 주문을 구분
F-CLM-0090,본선일 2026-07-18은 토요일로 KRX 주식시장이 휴장하며(미국 시장도 주말 폐장) 당일 실시간 시세는 존재하지 않는다,F,전체,C-SRC-0614;C-SRC-0615,,C-CLM-0601,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0091,"공공데이터포털 금융위 주식시세정보 API는 자동승인·무료·이용허락 제한 없음이며 개발계정 일 10,000회 한도를 갖고 기준일 영업일 D+1 13시 이후 갱신된다",F,데이터기반,C-SRC-0610;X-SRC-0608,,C-CLM-0602,X-CLM-0027,H,M,H,채택,X-CLM-0027 수렴 — Codex 주의사항 병합: 포털 메타데이터 표기와 실제 갱신 특성이 다를 수 있어 실측 재확인 필요
F-CLM-0092,DART OpenAPI는 누구나 무료 인증키(40자)로 이용 가능하고 요청 제한(오류 020) 및 회사 100건/회 제한이 있다,F,데이터기반,C-SRC-0603;C-SRC-0604;X-SRC-0606;X-SRC-0607,,C-CLM-0603,X-CLM-0026,H,H,H,채택,X-CLM-0026 수렴(인증키·호출 제한·정정공시 처리)
F-CLM-0093,KIS Open API는 한국투자증권 계좌 개설과 서비스 신청이 선행되어야 하며 계좌 보유 시 온라인 신청으로 App Key/Secret을 당일 확인할 수 있고 모의투자는 모의계좌 별도 신청+별도 앱키가 필요하다,F,데이터기반,C-SRC-0607;C-SRC-0608;X-SRC-0609;X-SRC-0610;X-SRC-0611;X-SRC-0612;X-SRC-0613;X-SRC-0614,,C-CLM-0604,X-CLM-0028,M,H,H,채택,"WS9 상향: Codex가 공식 포털 페이지(X-SRC-0609~0612) 직접 확인 — Claude GitHub 교차 확인과 합치. 추가 채택: 개인용 API의 제3자 서비스 제공 제한·제휴 필요(X-SRC-0614, WS9 스팟 체크로 원문 문구 확인)"
F-CLM-0094,"KIS Open API 호출 한도는 실전 REST 초당 약 20건 수준이며 모의투자는 그보다 낮다(초당 2~5건, 문서 상이로 미확정)",F,데이터기반,C-SRC-0607;C-SRC-0609,,C-CLM-0605,,M,,M,쟁점,WS9 재확인 시도: KIS 커뮤니티 유량 안내(X-SRC-0613)는 SPA로 양측 모두 수치 추출 실패 — 쟁점 유지(단건 조회·로컬 모의 체결 데모에는 영향 없음)
F-CLM-0095,KIS Open API는 모의투자(vps)·실전(prod) 환경을 모두 제공하고 WebSocket 실시간 시세를 지원하며 토큰 재발급은 1분당 1회로 제한된다,F,데이터기반,C-SRC-0607,,C-CLM-0606,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0096,pykrx는 KRX·네이버 스크래핑 기반 무인증 라이브러리로 일별 OHLCV·시총·펀더멘털을 제공하나 일부 API는 KRX 로그인이 필요하고 과도 호출 시 차단 위험이 있으며 데이터 저작권은 KRX·네이버에 귀속된다,F,데이터기반,C-SRC-0612;X-SRC-0615;X-SRC-0616;X-SRC-0617,,C-CLM-0607,X-CLM-0029,H,H,H,채택,X-CLM-0029 수렴(pykrx 프로토타입 한정·운영 부적합)
F-CLM-0097,yfinance는 야후 비공식 도구이며 야후 파이낸스 API는 개인용(personal use only)으로 명시되어 재배포·상업 이용에 제약이 있다,F,데이터기반,C-SRC-0613;X-SRC-0615;X-SRC-0616;X-SRC-0617,,C-CLM-0608,X-CLM-0029,H,H,H,채택,X-CLM-0029 수렴(yfinance 개인용 한정)
F-CLM-0098,KRX 정보데이터시스템의 웹 조회·CSV 경로와 별도로 인증키·승인 기반 KRX OPEN API가 존재한다. 운영 사용에는 호출·이용기간·출처표시·제3자 제공 등 약관과 데이터 계약을 검토해야 한다.,I,데이터기반,C-SRC-0601;C-SRC-0602;X-SRC-0601;X-SRC-0602;X-SRC-0603;X-SRC-0604;X-SRC-0605,,C-CLM-0609,X-CLM-0025,M,H,H,채택,"WS9 판정 D-05: 본 주장은 '정보데이터시스템(data.krx.co.kr)'에 한정하여 유지. 별도로 KRX Open API 포털(openapi.krx.co.kr, X-SRC-0601~0605)이 존재함을 Codex가 확인(인증키·호출량·이용기간·출처표시·재제공 제한) — 합산본 데이터 소스 표에 반영. WS9 스팟 체크로 포털 실재 확인; Codex 재검증: 'KRX 공개 REST API 없음'으로 읽히는 표현을 공식 OPEN API 존재로 교정"
F-CLM-0099,"본선일이 토요일이므로 실제로 수집에 성공한 금요일 종가 스냅샷과 로컬 fixture를 사전 동결하고, 성공 전의 예정 시각이나 미수집 데이터를 화면에 표시하지 않는다.",D,데이터기반,C-SRC-0610;X-SRC-0608,,C-CLM-0610,X-CLM-0027,H,M,H,채택,X-CLM-0027 수렴 — 토요일 금요 종가 확보 전략 동일; Codex 재검증: 7월 17일 데이터는 7월 16일 현재 수집 완료 사실이 아니라 실행 계획
F-CLM-0100,ECOS는 환율·금리 등 보조 지표 원천으로 인증키 기반 무료 이용이 가능하나 호출 한도 등 세부 수치는 공식 페이지(SPA)에서 확인하지 못했다(미확인),F,데이터기반,C-SRC-0611;X-SRC-0615;X-SRC-0616;X-SRC-0617,,C-CLM-0611,X-CLM-0029,M,H,M,채택,X-CLM-0029 수렴(ECOS 배경 지표 한정)
F-CLM-0101,"본선 데모의 기본 데이터 구성은 1안 pykrx 7/17 종가 스냅샷+DART 캐시+로컬 모의 체결, 2안 yfinance+ECOS(미국 시나리오 시), 공통 폴백은 시나리오 3종 JSON fixture 오프라인 데모로 하며 KIS 모의투자는 7/17까지 발급·테스트 완료 시에만 선택 사용한다",D,데이터기반,C-SRC-0601;C-SRC-0604;C-SRC-0607;C-SRC-0610;C-SRC-0612;C-SRC-0613;X-SRC-0601;X-SRC-0606;X-SRC-0608;X-SRC-0611;X-SRC-0613;X-SRC-0614,,C-CLM-0612,X-CLM-0034,H,H,H,채택,X-CLM-0034 수렴 — 정적 스냅샷+모의 체결 기본 전략에 양측 독립 일치
F-CLM-0102,"초보 투자자 관점 휴리스틱 4종(불안 완화·이해 가능성·오주문 방지·근거 제시)은 WS2 행동재무학 원논문·공식 조사, WS3 VOC, WS4 벤치마크 관찰, WS5 법령 원문으로 조작화할 수 있다",I,전반,C-SRC-0211;C-SRC-0204;C-SRC-0507;C-SRC-0508;C-SRC-0511;C-SRC-0405;C-SRC-0406,,C-CLM-0701,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0103,"핵심 흐름은 계획 기록, 관련 사실·해석·모름 브리핑, 유지·일부매도·전량매도의 대칭 시나리오, 결정론적 주문 영향 미리보기, 별도 주문 확인, 사후 회고, 장애 안전모드로 구성한다.",D,보유;매도;매수,C-SRC-0405;C-SRC-0406;C-SRC-0409;C-SRC-0130;C-SRC-0150;C-SRC-0508;C-SRC-0512;X-SRC-0002;X-SRC-0120;X-SRC-0121;X-SRC-03010;X-SRC-03022;X-SRC-0420;X-SRC-0421;X-SRC-0423;X-SRC-0424;X-SRC-0506;X-SRC-0512;X-SRC-0513;X-SRC-0516,,C-CLM-0702,X-CLM-0032,M,H,M,채택,WS9 판정 D-07(병합): X-CLM-0032와 결합 — Codex의 매수 전 계획 기록·이해 확인 질문·사후 회고 단계 추가. 3버튼은 '의사 선택'(결론 비워두기)으로 유지하되 주문 실행은 항상 별도 주문 미리보기·확인 화면으로 분리하고 AI 대화 내 즉시 주문 버튼은 두지 않음; Codex 재검증: 원인 확정 표현과 AI 대화 내 주문 CTA를 제거; 추가매수는 사용자가 먼저 의향을 밝힌 경우에만 위험과 함께 검토
F-CLM-0104,"뽑기형 보상 게임화, 고변동 종목 어텐션 피드, 출처·기준시각 없는 자동 알림, 치환어 단독 사용(최적가), 비용·출금 제약의 사후 인지 구조, 매수 버튼 강조형 다크패턴은 초보 투자자의 불안·오판을 키우는 반면교사 패턴으로 데모에서 배제한다",D,전반,C-SRC-0411;C-SRC-0412;C-SRC-0413;C-SRC-0405;C-SRC-0414;C-SRC-0423;C-SRC-0404;C-SRC-0402;C-SRC-0508;X-SRC-0401;X-SRC-0402;X-SRC-0403;X-SRC-0404;X-SRC-0405;X-SRC-0406;X-SRC-0407;X-SRC-0408;X-SRC-0409;X-SRC-0410;X-SRC-0411;X-SRC-0412;X-SRC-0413;X-SRC-0414;X-SRC-0417;X-SRC-0418;X-SRC-0419;X-SRC-0420;X-SRC-0423;X-SRC-0424;X-SRC-0425;X-SRC-0426,,C-CLM-0703,X-CLM-0016,M,M,M,채택,X-CLM-0016 수렴 + Robinhood 제재 원문 PDF(X-SRC-0415·0416) 보강
F-CLM-0105,"본 리서치의 사용자 검증은 휴리스틱 검토(전문가 구조 검토)까지만 수행되었으며, 초보 투자자 실사용자 과업 테스트는 미수행이다",F,전반,,,C-CLM-0704,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0106,"공통 계획서 가중치로 두 독립본이 핵심안을 각각 92점으로 평가했다. 이는 내부 우선순위 보조값이지 독립 시장검증 점수가 아니며, 최종안은 판단 여권에 고불안 순간 관련 사실 브리핑을 결합한 제품 가설이다.",D,보유;매도;매수,C-SRC-0213;C-SRC-0203;C-SRC-0202;C-SRC-0112;C-SRC-0121;C-SRC-0204;C-SRC-0501;C-SRC-0502;C-SRC-0610;C-SRC-0614;X-SRC-0002;X-SRC-0101;X-SRC-0201;X-SRC-0202;X-SRC-03010;X-SRC-03022;X-SRC-0420;X-SRC-0501,,C-CLM-0710,X-CLM-0031,M,M,M,채택,"WS9 판정 D-08: Codex '판단 여권' 92점과 독립 수렴 — 핵심 데모 확정(동일 채점 기준에서 양측 동점 92). 백업은 Claude K2(첫 매수 안전 가이드) 유지, Codex '장애 안전모드'(82)는 독립 백업이 아닌 K1 데모 장면·운영 레이어로 흡수(Codex 원문 §9도 '운영 레이어'로 규정). 제품명 '판단 여권'+시나리오명 '고불안 순간 판단 전 브리핑' 병기; Codex 재검증: 공유된 채점 기준의 동점과 외부 검증을 구분"
F-CLM-0107,"북극성 지표는 핵심 조건을 이해하고 사전 계획을 따르거나 새로운 근거로 변경 이유를 명시한 뒤, 거래·보류 중 감당 가능한 결정을 완료한 세션 비율이다. 거래량·거래횟수·단기수익률은 성공지표로 사용하지 않는다.",D,전반,C-SRC-0500;C-SRC-0508;C-SRC-0214;X-SRC-0002;X-SRC-0415;X-SRC-0416;X-SRC-0424,,C-CLM-0711,X-CLM-0033,M,M,M,채택,WS9 상향: X-CLM-0033 수렴 — 북극성 지표 '핵심 조건 이해+사전 계획 일치 의사결정 완료율'(Codex 정식화) 채택. 거래량·수익률 단독 지표 배제에 양측 독립 일치(Robinhood 제재 기록 보강); Codex 재검증: 합리적인 계획 변경도 성공으로 인정; 0% 안전 게이트는 사전 정의 테스트셋의 건수로만 보고
F-CLM-0108,출제 의도는 AI가 최적 매매시점을 대신 정하는 것보다 초보자가 이해·안심하고 다음 행동을 선택할 수 있는 과정 설계에 가깝다,I,all,X-SRC-0001;X-SRC-0002;X-SRC-0003,,,X-CLM-0001,,H,H,채택,Codex 단독 — Codex 단독(대장 기준) — Claude 인터뷰 분석 문서·보고서 3장과 정합. 공유 입력(인터뷰 영상) 기반이므로 독립 상향은 아님
F-CLM-0109,생애 최초 현물주식 체결 후 12개월은 임시 신규 진입 태그일 뿐이며 6·12·24개월 민감도와 실제 과업 성과로 검증해야 한다.,D,onboarding,X-SRC-0201;X-SRC-0215,,,X-CLM-0003,,L,L,채택,Codex 단독 — 신규 진입 태그 운영 절단값 가설 — 6·12·24개월 민감도 검증 전제로 채택; Codex 재검증: KCMI 표본 정의를 제품의 검증된 절단값으로 오해하지 않음
F-CLM-0110,초보자의 핵심 JTBD는 계획·최신 사실·주문 결과를 한 화면에서 비교해 감당 가능한 결정을 내리는 것이다,I,all,X-SRC-0002;X-SRC-0201;X-SRC-0202;X-SRC-03001;X-SRC-03003;X-SRC-03010;X-SRC-03022;X-SRC-03048;X-SRC-03066;X-SRC-03111,,,X-CLM-0009,,M,M,채택,Codex 단독 — JTBD 정식화 — 합산본 3장에 채택. Claude K1 문제 프레임과 정합
F-CLM-0111,빠른 실행 기능이 확대될수록 체결·비용·정산·시세 지연을 주문 순간에 이해시키는 계층이 더 중요하다,I,execution,X-SRC-0108;X-SRC-0109;X-SRC-0118;X-SRC-0119;X-SRC-0120;X-SRC-0121;X-SRC-0122;X-SRC-0123;X-SRC-0124;X-SRC-03010;X-SRC-03022,,,X-CLM-0013,,M,M,채택,Codex 단독 — C-CLM-0111 노트('의사결정 보조 공백')·C-CLM-0120과 방향 정합
F-CLM-0112,공식 기술 글에서 Kubernetes·멀티클러스터·Redis·MongoDB CDC·관측성·RAG/LLM 적용 사례가 확인된다,F,technology,X-SRC-0132;X-SRC-0133;X-SRC-0134;X-SRC-0135;X-SRC-0136;X-SRC-0137;X-SRC-0138;X-SRC-0139;X-SRC-0140;X-SRC-0141;X-SRC-0142,,,X-CLM-0014,,H,H,채택,Codex 단독 — 기술 스택 사실 — C-CLM-0120(고객향 투자 AI 공개 글 부재)과 상보
F-CLM-0113,본 MVP는 계좌 식별자와 주문 원장을 외부 LLM에 보내지 않고 최소화한 파생값만 사용한다,D,governance,X-SRC-0507;X-SRC-0509;X-SRC-0510;X-SRC-0511,,,X-CLM-0023,,H,H,채택,Codex 단독 — 데이터 최소화 설계 결정 — C-CLM-0508(자동화 결정 설명·거부권)과 상보. 해커톤 '비밀정보 로그 금지' 규정과도 정합
F-CLM-0114,숫자 계산은 결정론적 서비스가 맡고 LLM은 근거 검색·쉬운 설명만 담당하며 정책 가드레일 뒤에 둔다,D,technology,X-SRC-0132;X-SRC-0136;X-SRC-0506;X-SRC-0507;X-SRC-0509;X-SRC-0510;X-SRC-0511;X-SRC-0601;X-SRC-0606,,,X-CLM-0030,,H,H,채택,"Codex 단독 — 결정론 계산·LLM 설명 분리 원칙 — Claude 안전장치 5종과 상보, 합산본 아키텍처 채택"
F-CLM-0115,처분효과가 관찰됐다는 사실만으로 개별 초보자의 매도 막막함 원인이 손실 불안이라고 진단할 수 없다,I,sell,X-SRC-0202;X-SRC-0208;X-SRC-0209;X-SRC-0211;X-SRC-0212;X-SRC-0425;C-SRC-0203;C-SRC-0213,,,X-CLM-0035,,H,H,채택,"Codex 단독 — 인식론 가드(행태 관찰≠원인 진단) — 합산본 채택, 데모 문구 설계에 반영; Codex 재검증: soft 404 X-SRC-0210 제거; 행동 관찰과 심리 원인 진단을 분리하는 가드 유지"
F-CLM-0116,해결할 문제는 최적 매매시점 예측이 아니라 불확실한 상황에서 계획·사실·주문 결과를 이해하고 설명 가능한 결정을 내리게 하는 것이다,I,all,X-SRC-0002;X-SRC-0003;X-SRC-0101;X-SRC-0102;X-SRC-0201;X-SRC-0202;X-SRC-03010;X-SRC-03022,,,X-CLM-0036,,H,H,채택,Codex 단독 — 문제 재정의 — Claude 보고서 3장과 실질 동일 결론에 독립 도달(수렴). 합산본 3장 채택
F-CLM-0117,판단 여권은 주문·정산·평단 문의와 즉시 취소·재주문을 줄이고 건강한 재방문을 높일 것이다,H,business,X-SRC-0118;X-SRC-03010;X-SRC-03022;X-SRC-03048;X-SRC-03066;X-SRC-0420,,,X-CLM-0037,,L,L,채택,Codex 단독 — 출시 전 효과 가설 — C-CLM-0711 설계 목표 지표와 연결
F-CLM-0118,KIS Developers가 매수·매도 실행 시연을 위한 유일한 공개 경로다,F,data,X-SRC-0609;X-SRC-0610;X-SRC-0611;X-SRC-0612,X-SRC-0614,,X-CLM-0038,,L,L,기각,Codex 단독 — Codex 자체 기각 유지(KIS '유일 경로' 미입증·제3자 제한 존재) — Claude도 유일성 주장 없음
F-CLM-0119,MTS 사용 자체가 초보 투자자의 과잉거래와 손실을 유발한다,F,all,X-SRC-0203,X-SRC-0201;X-SRC-0213,,X-CLM-0039,,L,L,기각,"Codex 단독 — MTS 채널의 인과 효과 — C-CLM-0204(거래빈도-성과 상관 관찰)와 명제 구분: 관찰은 채택, 채널 인과는 쟁점 유지(연구자도 선택효과 명시); Codex 재검증: 연구가 선택효과와 인과효과를 구분하지 못하므로 MTS 자체가 손실을 유발한다는 명제는 채택하지 않음"
F-CLM-0120,20대 또는 소액 계좌는 곧 초보 투자자다,F,all,X-SRC-0201;X-SRC-0204;X-SRC-0206,X-SRC-0214,,X-CLM-0040,,H,H,기각,Codex 단독 — '20대·소액=초보' 기각 유지 — C-CLM-0212(다축 정의)와 정합(수렴 기각)
F-CLM-0121,개인화 종목 추천을 제공하면 초보 투자자의 장기 성과가 개선된다,H,all,X-SRC-0401;X-SRC-0417,X-SRC-0415;X-SRC-0416;X-SRC-0501;X-SRC-0502,,X-CLM-0041,,L,L,기각,Codex 단독 — 개인화 추천의 성과 개선 주장 기각 유지 — C-CLM-0513·0710 제외 결정과 정합(수렴 기각)
F-CLM-0122,금융자산·예탁자산·계좌 수·플랫폼 MAU·월간 거래 고객·커뮤니티 MAU는 정의와 기준일이 다른 지표이므로 합치거나 하나의 성장 시계열로 해석하면 안 된다.,I,business,X-SRC-0103;X-SRC-0104;X-SRC-0111;X-SRC-0112;X-SRC-0115;X-SRC-0116,,,X-CLM-0042,,H,H,채택,Codex 단독 — 지표 혼동 금지 가드 — C-CLM-0108·0115 수치 해석에 적용(예탁자산 10조(26.1)→20조(26.5) 기준일 구분). KIND 원문 확인으로 보강; Codex 재검증: 공식 제목의 예탁자산 15조·20조와 다른 금융자산 지표를 구분
F-CLM-0123,공개 홈페이지에서 확인한 기능과 안내가 현재 앱의 모든 사용자에게 동일하게 노출된다,F,all,X-SRC-0117;X-SRC-0118;X-SRC-0119;X-SRC-0120;X-SRC-0121,,,X-CLM-0043,,L,L,기각,Codex 단독 — '공개 웹 기능=전체 사용자 동일 노출' 가정 기각 유지 — C-CLM-0403·0412의 '실기기 확인 필요' 노트와 정합(수렴 기각)
